,CHEMBL_ID,Molecular Weight,SMILES,TYPE,Observed,Prediction of training-set
18,CHEMBL1096476,471.58,COc1cc(N2CCN(C3CCN(c4ccc(F)c5cccnc45)CC3)CC2)c2ncccc2c1,unstable,6.0,4.6133027
19,CHEMBL571952,447.56,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(OC(C)C)cc2)cc1,moderate,30.0,31.451172
20,CHEMBL1828763,368.31,CC(C)n1ccnc1/N=C(/Nc1ccc(Cl)c(Cl)c1)NC(C)(C)C,moderate,40.398,35.79921
21,CHEMBL2386161,321.34,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1,unstable,28.998,32.489178
22,CHEMBL3120286,419.58,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(S(C)(=O)=O)cc3)cc2n1,stable,115.02,108.676094
23,CHEMBL390776,389.46,COc1cccc2c(=O)n(Cc3ccccc3C#N)c(N3CCCC(N)C3)nc12,stable,61.019999999999996,55.768436
24,CHEMBL1650420,374.45,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(-c2cc[nH]c2)c1=O,stable,61.019999999999996,60.53386
25,CHEMBL3120287,426.59,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(N4CCOCC4)cc3)cc2n1,unstable,15.0,14.444342
26,CHEMBL3927990,362.52,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)NCC[C@@]43C)C1=CC=C2c1cccnc1,unstable,1.0002,0.98749137
27,CHEMBL2431641,406.49,O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)Nc1ccncc1)C1CCCCC1,stable,85.98,83.22754
28,CHEMBL2181298,426.44,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)cc1-c1ccc(C(F)(F)F)cc1,stable,122.99999999999999,119.40429
29,CHEMBL1684494,549.29,O=C(NOCCO)c1cc(CN2CCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,stable,184.98000000000002,186.27908
30,CHEMBL3798764,326.4,O=C(NCCc1nc(-c2ccccc2F)cs1)c1ccccc1,moderate,34.001999999999995,33.464878
31,CHEMBL2181300,317.35,COc1ccc(-c2cc(-c3ccc4nccn4c3)cnc2N)cn1,stable,145.98,144.81058
32,CHEMBL489332,418.54,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCCC1)NO,stable,90.0,75.83443
33,CHEMBL2322471,434.31,O=S(=O)(Nc1ccc(O)c(CO)c1)c1ccc(-c2ccc(Br)cc2)cc1,unstable,10.001999999999999,10.769224
34,CHEMBL3422292,477.01,CCN(CC)CCC/N=C(/Nc1c2ccc(Cl)cc2nc2ccc(OC)nc12)c1cccnc1,moderate,31.998,28.178242
35,CHEMBL253005,515.57,NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3ccsc3)nn(CCC3CC3)c1=O)N2,unstable,16.002,15.520386
36,CHEMBL2159747,322.41,O=C(NCc1ccccc1)c1ccccc1C(=O)N1CCCCC1,unstable,16.002,15.352676
37,CHEMBL3355188,631.54,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)cc1F,unstable,7.998,8.027991
38,CHEMBL1835221,391.52,CCN1C(=O)CN(Cc2ccc(-c3cccc(CC4CCCCC4)n3)cc2)C1=O,moderate,40.001999999999995,35.94561
39,CHEMBL3355187,597.09,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccccc3Cl)CC2)cc1F,unstable,4.9998000000000005,5.0396214
40,CHEMBL145304,381.48,CSc1nc2c3ccccc3ccn2c(=N)c1S(=O)(=O)c1ccccc1,unstable,7.902000000000001,7.6314874
41,CHEMBL4089643,574.1,NS(=O)(=O)c1cc(-c2nnc(CN3CCN(c4ccc(F)cc4)CC3)o2)c(Cl)cc1SCc1ccccc1,moderate,31.601999999999997,29.92298
42,CHEMBL227089,419.49,COc1cc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2cc1OC,stable,145.98,132.7345
43,CHEMBL3960367,357.5,CC1C[C@H]2C3=CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,unstable,1.0002,1.0170401
44,CHEMBL1503,345.42,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,unstable,25.998,25.772018
45,CHEMBL3407774,420.43,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cnccn4)nc31)[C@H](O)[C@@H]2O,stable,235.98,250.48299
46,CHEMBL3746175,356.41,CN(C)S(=O)(=O)Oc1cncc(-c2c(C#N)c3ccccc3n2C)c1,unstable,3.0,3.024816
47,CHEMBL3958540,359.51,C=C1C[C@H]2[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,unstable,1.0002,1.0150436
48,CHEMBL259781,520.59,CC(C)CCn1nc(-c2cc[nH]c2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,moderate,30.0,28.729786
49,CHEMBL1630771,258.37,CN(c1ncnc2[nH]ccc12)C1CCCCCCC1,unstable,7.002,7.221506
50,CHEMBL3410053,453.91,Cc1[nH]c2ncnc(-c3ccc(NC(=O)N(CCO)c4ccc(Cl)cc4)c(F)c3)c2c1C,stable,99.0,87.18709
51,CHEMBL151570,508.53,O=C1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CCCCC1,stable,70.00000002,67.153435
52,CHEMBL255954,511.59,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(-c4cnn[nH]4)ccc3N2)c1=O,unstable,16.002,15.380618
53,CHEMBL1684492,553.27,CON(Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F)C(C)=O,stable,64.02,65.99129
54,CHEMBL4061517,584.17,Cc1ccc(C)c(N2CCN(Cc3nnc(-c4cc(S(N)(=O)=O)c(SCc5ccccc5)cc4Cl)o3)CC2)c1,unstable,12.498000000000001,12.131742
55,CHEMBL3889967,385.52,C[C@]12CC[C@H]3[C@@H](CC(F)[C@]4(O)C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c1cccnc1,unstable,1.0002,0.98797786
56,CHEMBL2431628,414.47,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)cc1,unstable,7.998,7.723028
57,CHEMBL1630790,371.44,C[C@@H]1CCN(Cc2cccc(F)c2F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,unstable,19.002,17.332764
58,CHEMBL497361,525.65,CC(C)(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2(C)CCCN12,unstable,4.900200000000001,5.231979
59,CHEMBL3357433,755.32,CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCCN1CCOCC1,moderate,55.001999999999995,58.86751
60,CHEMBL475813,275.31,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1,unstable,18.0,18.763592
61,CHEMBL1079586,562.71,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC3CCCCC3)C1=O)N2,moderate,49.998000000000005,51.406425
62,CHEMBL2322485,418.31,O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccc(Br)cc2)cc1,moderate,42.0,35.299023
63,CHEMBL3422286,413.95,COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN(C)C)C(C)C)c2n1,moderate,33.0,31.551235
64,CHEMBL393168,462.57,Fc1ccccc1-c1nc(COc2ccc3c(c2)C(N2CCN(C4CCCC4)CC2)CC3)no1,unstable,12.0,11.837635
65,CHEMBL3937430,365.49,C[C@]12CC[C@H]3[C@@H](CC(F)C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,unstable,1.0002,1.0111525
66,CHEMBL1080986,534.66,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(CC3CCCC3)C1=O)N2,moderate,46.002,26.5453
67,CHEMBL3652000,393.54,Nc1ccc(C2CCCCC2)nc1C(=O)Nc1cnccc1[C@@H]1CCC[C@H](N)C1,stable,85.02,81.77354
68,CHEMBL3353881,395.38,CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(C(F)(F)F)cc2)on1,stable,169.98000000000002,175.9591
69,CHEMBL3949325,388.56,CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3C4=CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,unstable,1.0002,0.9509992
70,CHEMBL3421824,318.85,CCN(CC)CCN/C(C)=N\c1ccnc2cc(Cl)ccc12,unstable,25.998,26.265053
71,CHEMBL3354530,291.4,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C2CC2)no1,unstable,10.998,10.635752
72,CHEMBL3972001,458.57,CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cncc(C(F)(F)F)c5)[C@@]4(C)CC[C@@H]32)C1,unstable,1.0002,1.012613
73,CHEMBL569184,419.5,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1,unstable,16.002,15.80911
74,CHEMBL4078543,611.78,CC(=O)OC[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)CN1CCCCCCN(C(=O)NC(C)(C)C)C1CCCCC1,unstable,3.0,3.082837
75,CHEMBL3914413,378.52,COc1cncc(C2=CC[C@H]3[C@@H]4CC=C5N(C)C(=O)C[C@]5(C)[C@H]4CC[C@]23C)c1,unstable,1.0002,0.98294747
76,CHEMBL3121278,356.48,CCOc1ccc(Nc2nc(-c3c(C)nc4sccn34)cs2)cc1,unstable,9.6,10.008092
77,CHEMBL583465,423.92,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(Cl)cc2)cc1,moderate,30.0,26.587772
78,CHEMBL2408322,324.27,O=C(Nc1ccc(F)c(-c2nc3ncccc3o2)c1)c1cnco1,stable,124.02000000000001,105.649414
79,CHEMBL602061,545.68,CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,unstable,4.0001999999999995,3.928931
80,CHEMBL3354563,449.56,O=C(Nc1nc(-c2ccccc2)ns1)[C@@H]1CCCCN1C(=O)N1CCS(=O)(=O)CC1,stable,109.98,110.2361
81,CHEMBL3287188,252.32,CC(=O)N1CCc2cc(-c3cnccc3C)ccc21,unstable,16.998,15.776817
82,CHEMBL1669566,712.19,CCOC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4cccc(F)c4)CC5)c(Cl)cn3)CC2)cn1,unstable,3.0,2.6199124
83,CHEMBL1096540,521.59,COc1cc(N2CCN(C3CCN(c4cccc5ccc(C(F)(F)F)nc45)CC3)CC2)c2ncccc2c1,unstable,3.0,2.6629276
84,CHEMBL1088375,368.91,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccccn1,unstable,7.6979999999999995,6.9655204
85,CHEMBL3126927,334.38,COc1ccc2c(c1)N(C)C(=O)CN2c1nc(C)nc2ccccc12,unstable,22.002000000000002,21.94057
86,CHEMBL258139,545.64,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OC(C)(C)C(N)=O)ccc3N2)c1=O,unstable,21.0,20.73762
87,CHEMBL3125000,466.3,COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2I)cn1,stable,238.38,239.26749
88,CHEMBL4203703,352.49,CN1CCN(c2cc(CN(C)[C@H]3CCCc4cccnc43)ncn2)CC1,unstable,7.6979999999999995,7.98675
89,CHEMBL2431547,496.52,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(F)cc2)cc1F,unstable,19.002,18.379263
90,CHEMBL2018911,234.32,COc1ccc2[nH]c(SCC3CC3)nc2c1,unstable,12.9,13.812225
91,CHEMBL3112612,343.79,CNCCc1c[nH]c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O,stable,100.02,99.11955
92,CHEMBL402129,524.62,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C4=CCCC4=O)ccc3N2)c1=O,unstable,3.5999999999999996,3.6297457
93,CHEMBL212164,392.33,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccc(Cl)o1,unstable,6.9,6.6043663
94,CHEMBL4280997,385.51,COc1cc2c(N3CCN(C)CC3)nc(N(C)C)nc2cc1OC1CCCC1,unstable,24.869999999999997,23.315498
95,CHEMBL602709,558.72,CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,unstable,6.0,6.416838
96,CHEMBL403224,543.09,CC(C)C(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,unstable,6.359999999999999,5.1075587
97,CHEMBL3754555,428.5,O=C(O)CCNc1nc(N2CCc3ccccc3CC2)cc(-n2cc3ccccc3n2)n1,stable,256.67999999999995,204.06848
98,CHEMBL259995,535.63,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3ccsc3)nn(CCC3CC3)c1=O)N2,moderate,31.002000000000002,26.536879
99,CHEMBL4071924,235.41,C1CCC(C(CC2CCCCN2)C2CC2)CC1,stable,124.02000000000001,115.4402
100,CHEMBL566473,562.65,CC(C)=CC[C@H]1CN(Cc2ccc(F)cc2)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C1O,unstable,6.9,6.59583
101,CHEMBL2431622,512.97,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2ccc(Cl)cc2)cc1F,moderate,34.998000000000005,32.719936
102,CHEMBL4088710,569.07,COc1ccc(-c2cn(Cc3nnc(-c4cc(S(N)(=O)=O)c(SCc5ccccc5)cc4Cl)o3)nn2)cc1,unstable,12.9,13.731817
103,CHEMBL3969480,361.53,CC1C[C@H]2[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,unstable,1.0002,1.0236201
104,CHEMBL272745,460.54,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(O)ccc3N2)c1=O,unstable,5.5998,4.9874616
105,CHEMBL1091714,615.74,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2C3CCC2COC3)n1,unstable,19.997999999999998,17.639942
106,CHEMBL1209476,337.42,CC(C)CC1n2cncc2CN(Cc2ccc(F)cc2)S1(=O)=O,unstable,4.9998000000000005,4.777806
107,CHEMBL3621233,334.45,Cc1ccc(-n2c(C)nnc2C)cc1S(=O)(=O)NC1CCCC1,stable,172.98,138.44025
108,CHEMBL403170,531.62,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OC(C)C(N)=O)ccc3N2)c1=O,unstable,13.002,13.06224
109,CHEMBL570360,433.53,COc1ccc(CCCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,unstable,12.0,17.774752
110,CHEMBL3926933,376.54,CN1CC[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,unstable,10.001999999999999,5.0718026
111,CHEMBL3422291,488.04,COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN3CCCCC3)c3ccccc3)c2n1,unstable,9.0,8.547675
112,CHEMBL3216526,496.36,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12,stable,136.79999999999998,140.48184
113,CHEMBL3355191,631.54,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cc(Cl)cc(Cl)c3)CC2)cc1F,unstable,10.998,10.610288
114,CHEMBL2018926,376.48,COc1ccc2[nH]c(SCc3ccc(OCc4ccccc4)cc3)nc2c1,unstable,16.302,14.528249
115,CHEMBL270643,531.62,CNC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2,unstable,19.997999999999998,19.432564
116,CHEMBL538867,504.78,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,stable,85.02,39.272854
117,CHEMBL3126760,319.41,COc1ccc2c(c1)CCCCN2c1nc(C)nc2ccccc12,unstable,24.852,22.606102
118,CHEMBL3957632,343.47,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)C1=CC=C2c1cccnc1,unstable,1.0002,0.9862217
119,CHEMBL3903927,408.59,COC(=O)N[C@H]1CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,unstable,1.0002,0.95710385
120,CHEMBL2152406,366.47,CN1CCCC[C@H]1C(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,stable,210.0,204.85934
121,CHEMBL262327,531.62,CC(C)CCn1nc(-c2ccccc2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,moderate,37.998,35.031166
122,CHEMBL3580753,615.48,O=C(CCc1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)c1nc(-c2ccc3[nH]c(=O)cc(O)c3c2)c(Cl)[nH]1,unstable,6.6,7.417902
123,CHEMBL2431647,480.49,O=C(CCc1ccc(C(F)(F)F)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1,unstable,3.0,3.1506863
124,CHEMBL3357893,756.3,CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCOC(=O)C(C)(C)C,stable,247.02,239.39195
125,CHEMBL576925,528.7,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N4CCCCC4)cc3)sc2n1,unstable,6.198,6.147573
126,CHEMBL2431627,452.44,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(C(F)(F)F)cc1,unstable,7.002,6.7867374
127,CHEMBL4077912,510.96,CC(C)c1ccc(COc2ccc(N(CCN)C(=O)c3ccc(F)cc3C(F)(F)F)cc2)cc1,moderate,52.002,40.31739
128,CHEMBL2386148,266.3,CC(C)(C(=O)O)c1ccc(-c2ccc(C#N)cn2)cc1,stable,274.02,347.6772
129,CHEMBL265190,537.66,CC(C)CCn1nc(C2CCCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,unstable,7.002,7.6221595
130,CHEMBL1091360,585.71,C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(N4CCNCC4)cc3)cc2)nc(N2C3CCC2COC3)n1,unstable,16.998,16.053688
131,CHEMBL1650444,383.28,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(Cl)ccc2Cl)c1=O,stable,165.0,163.18163
132,CHEMBL3758351,415.88,COc1cc(CO)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,stable,156.0,133.72015
133,CHEMBL1828766,382.34,CC(C)N/C(=N\c1nccn1CC(C)(C)C)Nc1ccc(Cl)c(Cl)c1,unstable,20.298,20.617105
134,CHEMBL3904451,363.55,C[C@]1(O)CC[C@@]2(C)C(CC[C@H]3C4=CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,unstable,1.0002,0.9722527
135,CHEMBL463821,290.37,c1ccc2c(c1)C1CCCCC1N2c1ncnc2[nH]ccc12,unstable,15.0,15.916161
136,CHEMBL257750,519.61,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(C3=CCCC3)nn(CCC3CC3)c1=O)N2,moderate,31.002000000000002,30.920927
137,CHEMBL3827111,545.38,CC1(C)C(=O)N(c2ccc([N+](=O)[O-])cc2C(F)(F)F)C(=S)N1c1cc(C(F)(F)F)cc(C(F)(F)F)c1,stable,71.52,57.33991
138,CHEMBL4060057,503.91,CNc1cc(C2(C(=O)Nc3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)CC2)ncn1,stable,66.0,80.973625
139,CHEMBL3786469,338.47,Cc1cc(F)ccc1C1CCN(CC2Cc3ccccc3CN2)CC1,unstable,6.9,6.48393
140,CHEMBL2431623,512.97,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(Cl)c2)cc1F,unstable,21.0,21.15424
141,CHEMBL2035824,463.89,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(Oc3cccnc3)c(Cl)c2)n1,unstable,15.0,14.799575
142,CHEMBL1091344,629.77,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5C6CCC5COC6)nc(N5[C@H](CO)CC[C@@H]5CO)n4)cc3)cc2)CC1,unstable,5.5002,5.0420685
143,CHEMBL3929371,353.47,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)NCC[C@@]43C)[C@@H]1CC=C2n1ncnn1,unstable,1.0002,0.9843969
144,CHEMBL3421827,360.93,CCN(CC)CCCCCN/C(C)=N\c1ccnc2cc(Cl)ccc12,moderate,55.998000000000005,49.337784
145,CHEMBL3421920,420.99,CC(C)/C(=N/c1ccnc2cc(Cl)ccc12)NC1CCN(Cc2ccccc2)CC1,unstable,25.002000000000002,22.130568
146,CHEMBL2376390,540.61,CN1CCc2cc(-c3ccc4oc5c(-c6ccccc6)nc(=O)n(CCN6CCC(F)(F)C6)c5c4c3)ccc2C1,unstable,19.002,19.701672
147,CHEMBL402906,581.7,COCN(c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2)S(C)(=O)=O,unstable,10.998,13.105826
148,CHEMBL401951,523.64,CC(C)(C)Cc1nn(CCC2CC2)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,unstable,10.001999999999999,10.704468
149,CHEMBL2322710,543.46,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1ccc([C@](O)(C(N)=O)C(F)(F)F)cc1,unstable,27.0,25.376856
150,CHEMBL251797,531.62,CC(C)(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O,unstable,21.0,20.761658
151,CHEMBL2397493,325.41,Cc1ccccc1C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(N)=O,unstable,13.998000000000001,11.190229
152,CHEMBL2386140,229.3,CC(C)(C)c1ccc(-c2ccc(F)cn2)cc1,unstable,27.0,24.641758
153,CHEMBL2322492,357.41,O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccccc2F)cc1,unstable,9.0,9.658234
154,CHEMBL1684714,463.64,CC(C)[C@]1(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)C2CCCCC2)CC[C@@H](NC2CCOCC2F)C1,moderate,55.001999999999995,52.729588
