,CHEMBL_ID,Molecular Weight,SMILES,TYPE,Observed,Prediction of testing-set,difference
18,CHEMBL3259944,496.52,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(F)c2)cc1F,unstable,18,17.724379,-0.275621
19,CHEMBL460963,420.56,CN(C)CC(C)(C)Cn1c(CCc2ccccc2)nc2cc(/C=C/C(=O)NO)ccc21,stable,60,106.69804,46.69804
20,CHEMBL4100873,632.6,[2H]C([2H])([2H])C(NC(=O)c1cc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)cnc1OC)(c1ncon1)C([2H])([2H])[2H],unstable,25.002,30.075977,5.073977
21,CHEMBL3957953,392.59,CCc1cncc(C2=CC[C@H]3[C@@H]4CCN5C(=O)CCCC[C@]5(C)[C@H]4CC[C@]23C)c1,unstable,1.0002,1.1750947,0.1748947
22,CHEMBL259769,464.65,CCc1cccc(CC)c1-c1cc(OC)c2c(n1)CCCC2N(CC)c1cccc2ccccc12,moderate,54,13.276925,-40.723075
23,CHEMBL3746909,423.47,C[C@@H]1C[C@H](N)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)C1,unstable,13.002,46.31262,33.31062
24,CHEMBL3289428,404.47,COCCN(C)CCNC(=O)c1cccn2c(=O)c3cc4ccccc4cc3nc12,unstable,13.998,32.49066,18.49266
25,CHEMBL227670,389.46,COc1ccc2nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c(=O)c2c1,stable,82.02,120.51528,38.49528
26,CHEMBL3902840,408.56,CC(=O)N[C@@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cncc(F)c5)[C@@]4(C)CC[C@@H]32)C1,unstable,1.0002,0.9869701,-0.0132299
27,CHEMBL2403341,451.33,O=c1ncn(Cc2c(F)cc(F)cc2F)c2ccc(Oc3ncccc3C(F)(F)F)cc12,stable,123,98.62933,-24.37067
28,CHEMBL214262,467.92,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC(F)(F)F)ccc1O,unstable,6.9,28.494701,21.594701
29,CHEMBL3946740,376.54,CN1C(=O)CCC[C@@]2(C)C1=CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12,unstable,1.0002,0.8776796,-0.1225204
30,CHEMBL2322702,518.46,C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1cn(C)c(C(C)(O)C(F)(F)F)n1,unstable,10.002,15.677225,5.675225
31,CHEMBL256948,603.63,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3(C(F)(F)F)CCC3)c1=O)N2,stable,60,22.947683,-37.052317
32,CHEMBL1092393,570.7,CN(C)Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc(N4C5CCC4COC5)n3)cc2)cc1,unstable,6,3.127165,-2.872835
33,CHEMBL386630,288.43,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,unstable,15,4.8521214,-10.1478786
34,CHEMBL1091351,570.7,O=C(Nc1ccc(-c2nc(C3CCOCC3)nc(N3C4CCC3COC4)n2)cc1)Nc1ccc(N2CCNCC2)cc1,unstable,27,20.855858,-6.144142
35,CHEMBL4102824,723.99,CCCC(=O)OC[C@@H]1[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)CN1CCCCCCN(C(=O)NC(C)(C)C)C1CCCCC1,unstable,13.998,3.3720884,-10.6259116
36,CHEMBL2181493,370.43,CNS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(OC)nc3)c2)cc1,stable,181.02,157.23685,-23.78315
37,CHEMBL410688,497.6,CCCc1nn(CCC(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O,unstable,6,9.651339,3.651339
38,CHEMBL2431642,426.47,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCC(F)(F)CC1,unstable,6,12.986988,6.986988
39,CHEMBL2431538,539.01,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(/C=C/c2ccc(Cl)cc2)cc1F,stable,70.02,29.853212,-40.166788
40,CHEMBL2035813,494.91,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,moderate,45,29.458221,-15.541779
41,CHEMBL3120276,410.47,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(F)(F)F)nc3)cc2n1,stable,178.98,114.60189,-64.37811
42,CHEMBL2152305,331.42,c1ccc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)CC2)cc1,moderate,48,77.26973,29.26973
43,CHEMBL1684706,493.54,CC(OC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@@]1(C(C)C)CC[C@@H](NC2CCOCC2F)C1)C(F)(F)F,unstable,25.998,34.421818,8.423818
44,CHEMBL3824048,444.31,CCC(=O)Nc1cc(Cl)c(Oc2ccc(O)c(-c3ccc(C(C)=O)cc3)c2)c(Cl)c1,unstable,5.7,18.055065,12.355065
45,CHEMBL398684,441.6,CCN(C(=O)Nc1ccc(N(C)C)cc1)C1Cc2ccc(SC(C)(C)C(=O)O)cc2C1,stable,79.98,57.670067,-22.309933
46,CHEMBL3770586,506.09,NCCOCCOCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,unstable,26.202,19.163895,-7.038105
47,CHEMBL1800632,485.94,N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NCCN2CCCC2)n2c1nc1ccccc12,unstable,19.602,32.265617,12.663617
48,CHEMBL2035827,388.79,C=CC(=O)NCc1coc(-c2c(N)ncnc2Nc2ccc(F)c(Cl)c2)n1,unstable,16.002,65.258644,49.256644
49,CHEMBL2431636,452.49,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2cc(F)ccc2c1,unstable,13.998,18.90822,4.91022
50,CHEMBL213403,413.95,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cc(OC)ccc1O,unstable,6.702,17.959812,11.257812
51,CHEMBL1762282,399.58,CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)CCC3CCCC3)CC2)cc1,unstable,3,3.2327235,0.2327235
52,CHEMBL2018925,362.45,COc1ccc2[nH]c(SCc3cccc(Oc4ccccc4)c3)nc2c1,unstable,5.1198,9.662218,4.542418
53,CHEMBL2426573,475.64,CCCc1sc(-c2ccc(OC)c(OCC(C)(C)O)c2)nc1CSc1nc(N)cc(N)n1,unstable,4.0998,3.3731842,-0.7266158
54,CHEMBL376359,339.4,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,stable,121.02,145.15866,24.13866
55,CHEMBL1097181,499.63,COc1cc(N2CCN(C3CCN(c4ccc(F)c5c(C)cc(C)nc45)CC3)CC2)c2ncccc2c1,unstable,3,5.1558566,2.1558566
56,CHEMBL476560,554.7,CN(c1nn(CCC(C)(C)C)c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1O)C(C)(C)C,unstable,6,8.043566,2.043566
57,CHEMBL1807910,314.78,CC(C)C(=O)Nc1ccc2nn(-c3ccc(Cl)cc3)nc2c1,stable,291,193.17418,-97.82582
58,CHEMBL1835126,418.54,O=C1CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C(=O)N1CC1CC1,moderate,37.998,38.79631,0.79831
59,CHEMBL1642916,306.24,CN[C@@H]1CCc2ccccc2[C@H]1c1ccc(Cl)c(Cl)c1,stable,94.98,67.75789,-27.22211
60,CHEMBL2011147,404.94,CCC1=C(C(=O)CC2CCC(CC)CC2)[C@H](c2ccc(O)c(Cl)c2)NC(=O)N1,unstable,24,25.824688,1.824688
61,CHEMBL602142,449.55,CN1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,stable,70.02,137.7853,67.7653
62,CHEMBL2064159,437.56,Cc1cc(F)ccc1C1CCN(CCC(=O)N2c3ccccc3C[C@H]2C(=O)N(C)C)CC1,moderate,43.002,30.050358,-12.951642
63,CHEMBL3912639,377.5,CC1C[C@H]2C3=CC=C(c4cncc(F)c4)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,unstable,1.0002,1.0640986,0.0638986
64,CHEMBL3361386,331.77,COc1cc2[nH]c(C)c(-c3ccc(F)cc3C)c(=O)c2cc1Cl,stable,115.98,43.520287,-72.459713
65,CHEMBL3408844,596.69,CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4cncnc4)n(C)c3c2)ccc1/C=C/C(=O)O,stable,69,70.75854,1.75854
66,CHEMBL1630764,244.34,CN(c1ncnc2[nH]ccc12)C1CCCCCC1,unstable,13.998,10.484441,-3.513559
67,CHEMBL2057548,754.11,C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCC(=O)N[C@@H](CCC(N)=O)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,moderate,30.132,27.415503,-2.716497
68,CHEMBL4102491,430.34,NS(=O)(=O)c1cc(-c2nnc(CCl)o2)c(Cl)cc1SCc1ccccc1,unstable,14.1,16.879124,2.779124
69,CHEMBL1630801,355.36,C[C@@H]1CCN(C(=O)CC(F)(F)F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,stable,60,13.255928,-46.744072
70,CHEMBL2386595,496.63,[2H]C([2H])([2H])N1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,unstable,25.998,5.6463614,-20.3516386
71,CHEMBL1081562,548.69,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(CC3CCCC3)C1=O)N2,moderate,46.998,39.77416,-7.22384
72,CHEMBL3976482,420.64,CC(C)C(=O)N[C@H]1CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,unstable,1.0002,1.4927046,0.4925046
73,CHEMBL1669599,683.15,NC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1,moderate,58.002,55.16497,-2.83703
74,CHEMBL259349,509.61,CC(C)CCn1nc(C2CCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,unstable,19.002,11.095542,-7.906458
75,CHEMBL3216532,431.41,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC,moderate,51,32.756733,-18.243267
76,CHEMBL401705,527.63,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(N4CCCC4=O)ccc3N2)c1=O,unstable,4.3002,7.5290956,3.2288956
77,CHEMBL3113553,410.32,CSc1nc2ccc(Br)cn2c(=N)c1S(=O)(=O)c1ccccc1,unstable,7.5,9.468884,1.968884
78,CHEMBL457175,564.71,CCC(C)(C)CCn1nc(-c2cccs2)c(O)c(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,moderate,30,21.617748,-8.382252
79,CHEMBL535,398.48,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,moderate,37.05,50.00122,12.95122
80,CHEMBL4104051,387.45,Cc1nc2c(N3CCOCC3)ncnc2n1Cc1ccc(-c2cncnc2)cc1,moderate,49.5,66.920425,17.420425
81,CHEMBL1630769,216.29,CN(c1ncnc2[nH]ccc12)C1CCCC1,unstable,19.998,8.725528,-11.272472
82,CHEMBL589706,386.41,Cc1ccnc(NC(c2ccc([N+](=O)[O-])cc2)c2ccc3cccnc3c2O)c1,unstable,25.5,47.553566,22.053566
83,CHEMBL345309,479.5,NC1CCN(C2CN(CCC3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1,moderate,30,66.78237,36.78237
84,CHEMBL3984284,365.56,C[C@]1(O)CC[C@@]2(C)C(CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,unstable,1.0002,1.2590928,0.2588928
85,CHEMBL1630787,401.56,CCN(CC)C(=O)OC[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1,unstable,4.9998,5.486714,0.486914
86,CHEMBL3982662,360.5,C=CCOC(C)C1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21,unstable,6.000000018,5.84668,-0.153320018
87,CHEMBL252398,515.57,NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3CCC3)c1=O)N2,unstable,22.002,31.025787,9.023787
88,CHEMBL2386154,289.26,N#Cc1ccc(-c2ccc(C3(C(F)(F)F)CC3)nc2)nc1,stable,109.98,155.26509,45.28509
89,CHEMBL3422026,425.96,COc1ccc2nc3cc(Cl)ccc3c(N/C(C)=N/CCCN3CCCCC3)c2n1,unstable,13.998,17.800837,3.802837
90,CHEMBL1836035,376.5,Cc1nc2ccccc2n1-c1ccc(C(=O)N(C)[C@@H]2CCN(C(C)C)C2)cc1,unstable,13.998,17.833572,3.835572
91,CHEMBL1762285,385.55,CC(C)(C)c1ccc(NC(=O)N2CCCN(C(=O)C3CCCCC3)CC2)cc1,unstable,4.0002,4.2495475,0.2493475
92,CHEMBL2181502,345.32,COc1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)cnc2N)cn1,stable,285,112.10033,-172.89967
93,CHEMBL2386152,234.3,CC1(c2ccc(-c3ccc(C#N)cn3)cc2)CC1,moderate,34.998,39.406567,4.408567
94,CHEMBL3422289,447.97,COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN(C)C)c3ccccc3)c2n1,unstable,18,39.76857,21.76857
95,CHEMBL3805692,432.48,NC(=O)c1cncc(OCc2cccc(NC(=O)c3ccc(N4CCOCC4)cc3)c2)c1,moderate,55.002,10.706674,-44.295326
96,CHEMBL1835219,470.6,CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCS(=O)(=O)CC4)n3)cc2)C1=O,unstable,27,20.136957,-6.863043
97,CHEMBL457176,548.67,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(CC3CCCC3)c1=O)N2,moderate,43.002,20.022266,-22.979734
98,CHEMBL3580754,613.47,O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)c1nc(-c2ccc3[nH]c(=O)cc(O)c3c2)c(Cl)[nH]1,moderate,55.998,36.90045,-19.09755
99,CHEMBL551338,429.49,CS(=O)(=O)c1ccc(C(=O)NCCC(c2ccc(F)cc2)c2ccc(F)cc2)cc1,moderate,46.998,43.4571,-3.5409
100,CHEMBL227356,462.53,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cc(N3CCOCC3)c(F)cc2c1=O,moderate,33,98.566795,65.566795
101,CHEMBL4573400,527.67,Cc1ccc(-n2nc(C(=O)N3CCN(C)CC3)nc2-c2ccc3c(c2)N(C2CCCC2)[C@H](C)C(=O)N3C)cc1,unstable,22.998,60.979893,37.981893
102,CHEMBL2237215,397.54,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(C2CCCC2)CC1,unstable,14.502,13.169424,-1.332576
103,CHEMBL1828772,402.33,CC(C)N/C(=N\c1nccn1Cc1ccccc1)Nc1ccc(Cl)c(Cl)c1,unstable,16.002,25.17957,9.17757
104,CHEMBL258059,486.58,CC(=O)c1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)N2,unstable,4.3002,5.751272,1.451072
105,CHEMBL390529,428.32,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Cl)cc(Cl)cc2c1=O,stable,64.02,145.5539,81.5339
106,CHEMBL3799240,319.41,O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCCC1,unstable,16.998,9.371509,-7.626491
107,CHEMBL3933845,418.63,C[C@]12CC[C@H]3[C@@H](CCC4C[C@H](NC(=O)C5CC5)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,unstable,1.0002,0.9410585,-0.0591415
108,CHEMBL2403340,433.34,O=c1ncn(Cc2ccc(F)cc2F)c2ccc(Oc3ncccc3C(F)(F)F)cc12,stable,109.98,91.261536,-18.718464
109,CHEMBL402413,526.64,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C4CCCC4=O)ccc3N2)c1=O,moderate,43.998,3.9531572,-40.0448428
110,CHEMBL2397494,329.38,NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@@H](N)Cc1ccccc1,unstable,13.002,12.374821,-0.627179
111,CHEMBL3357903,755.32,CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCC(=O)N(C)C(C)C,moderate,39,64.08135,25.08135
112,CHEMBL2152300,308.35,N#CCC(=O)N1CCC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1,stable,84,148.11394,64.11394
113,CHEMBL2403320,464.48,CC(C)N(c1ccc(Oc2ncccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1,stable,69,130.56953,61.56953
114,CHEMBL3976046,365.52,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)OCC[C@@]43C)[C@@H]1CC=C2c1cccnc1,unstable,1.0002,0.96081096,-0.03938904
115,CHEMBL3959459,363.48,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)C1=CC=C2c1cncc(F)c1,unstable,1.0002,1.03825,0.03805
116,CHEMBL558428,447.41,Cn1cc2c3c1C(=O)C(N/C=C/c1ccc(O)cc1)=CC3=[N+](C)CC2,unstable,8.802,33.627415,24.825415
117,CHEMBL563527,330.43,O=C(Cc1cccnc1)NCCC(c1ccccc1)c1ccccc1,unstable,4.0002,3.9116008,-0.0885992
118,CHEMBL3927989,367.51,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1ccc(F)nc1,unstable,1.0002,2.6088092,1.6086092
119,CHEMBL4105079,505.97,NC(=O)c1cn(Cc2nnc(-c3cc(S(N)(=O)=O)c(SCc4ccccc4)cc3Cl)o2)nn1,unstable,26.1,13.558072,-12.541928
120,CHEMBL1762291,422.57,CN(C)c1ccc(C(=O)N2CCCN(C(=O)Nc3ccc(C(C)(C)C)cc3)CC2)cc1,unstable,4.0002,4.2209635,0.2207635
121,CHEMBL4282131,537.75,COc1cc2c(N3CCN(C4CCCC4)CC3)nc(N3CCN(C)CC3)nc2cc1OCCCN1CCCC1,stable,86.28,25.295761,-60.984239
122,CHEMBL2152412,355.44,CC(C)(C)OC(=O)N[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1,stable,90,120.973236,30.973236
123,CHEMBL4065051,629.59,[2H]C([2H])([2H])Oc1ncc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)cc1C(=O)NC(C)(C)c1ncon1,unstable,24,21.104332,-2.895668
124,CHEMBL1835215,456.54,CC(C)CN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCC(F)C4)n3)cc2)C1=O,unstable,6,8.026174,2.026174
125,CHEMBL1098483,471.58,COc1cc(N2CCN(C3CCN(c4cccc5cc(F)cnc45)CC3)CC2)c2ncccc2c1,unstable,1.9998,3.1109216,1.1111216
126,CHEMBL4095512,477.52,Cc1cc(/C=C/C#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(=O)OCCC#N,unstable,16.998,24.866379,7.868379
127,CHEMBL4073519,341.41,O=C(Nc1ccc2sc(-c3cccc(F)c3)nc2c1)N1CCCC1,moderate,37.002,19.456083,-17.545917
128,CHEMBL2041988,410.39,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)c(F)c3)c2)cc1,stable,123,194.60878,71.60878
129,CHEMBL3353868,321.42,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2C2CCOCC2)no1,unstable,7.002,14.545667,7.543667
130,CHEMBL3354545,377.49,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)CC2CCOCC2)no1,stable,109.98,17.97136,-92.00864
131,CHEMBL255122,529.07,CCC(=O)N1CCC(NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(NC(=O)c2nc3c(s2)CN(C)CC3)C1,unstable,6.078,8.939644,2.861644
132,CHEMBL3920267,359.51,C[C@]12CC[C@H]3[C@@H](C4CC4C4=CC(=O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,unstable,1.0002,1.0917807,0.0915807
133,CHEMBL4212571,444.95,[2H]C([2H])(c1cc(Cl)ccc1N)N1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,moderate,31.998,18.44257,-13.55543
134,CHEMBL4100679,510.52,Cc1[nH]nc2c1C(c1cc(-c3cccc(CCC(=O)O)c3)cc(C(F)(F)F)c1)(C(C)C)C(C#N)=C(N)O2,moderate,31.002,34.58168,3.57968
135,CHEMBL2426080,522.41,O=C(CCCF)N1N=C(c2c(-c3ccc(Cl)cc3)c3ccccc3[nH]c2=O)CC1c1ccc(Cl)cc1,moderate,34.998,12.10609,-22.89191
136,CHEMBL4075271,276.38,C[C@]1(C#N)CC[C@H]2[C@H]([C@@H]1O)[C@@H](CCO)CC[C@@]2(C)C#N,stable,142.02,18.58362,-123.43638
137,CHEMBL257356,511.63,CC(C)CCn1nc(C(C)(C)C)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,unstable,10.998,7.6498513,-3.3481487
138,CHEMBL3559404,752.16,CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1/C=C/C(=O)OCOP(=O)(O)O,unstable,10.002,101.84607,91.84407
139,CHEMBL3125633,699.15,CCCCCc1c(Cl)nc(NC(=O)NC(C)(C)C)c(=O)n1CC(=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,moderate,42,54.453503,12.453503
140,CHEMBL3911633,406.57,COc1cncc(C2=CC[C@H]3[C@@H]4CCC5=CC(=O)N(C)CC[C@]5(C)[C@H]4CC[C@]23C)c1,unstable,1.0002,1.068002,0.067802
141,CHEMBL1773834,343.43,CCS(=O)(=O)c1ccc2oc(-c3ccc4sccc4c3)nc2c1,moderate,58.998,91.931496,32.933496
142,CHEMBL2018908,278.42,CCCCCCCSc1nc2cc(OC)ccc2[nH]1,unstable,2.5998,3.9969947,1.3971947
143,CHEMBL254164,562.7,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C4CCCS4(=O)=O)ccc3N2)c1=O,unstable,22.002,20.766891,-1.235109
144,CHEMBL3904373,326.48,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(O)C[C@@]43C)[C@@H]1CC=C2n1ccnc1,unstable,10.002,0.973241,-9.028759
145,CHEMBL2431533,503.54,N#Cc1cccc(-c2ccc(C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)Nc3ccncc3)c(F)c2)c1,unstable,6,23.606243,17.606243
146,CHEMBL2431530,631.13,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(Cc3ccc(F)cc3)CC2)cc1F,unstable,4.0002,10.768033,6.767833
147,CHEMBL3912829,375.51,COc1cncc(C2=CC=C3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]23C)c1,unstable,1.0002,1.2731093,0.2729093
148,CHEMBL4063186,551.62,Cc1[nH]nc2c1C(c1cc(-c3ccc(S(=O)(=O)N(C)C)s3)cc(C(F)(F)F)c1)(C(C)C)C(C#N)=C(N)O2,unstable,3,22.347334,19.347334
